Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,sentiment,sentiment_label,processed_text
115017,B0013JOH38,A2SE23DTPZZQH4,"Denise Fontine ""Denise""",4,4,5,1174176000,gives me sustained energy,I have heard this form of ginseng is best for guys but I love htis stuff too. I drink one bottle when I am feeling tired and it gives me sustained energy and no jitters plus when i take it regualry i have noticed it helps my stress levels.,2,positive,Heard form ginseng best guy love stuff too drink one bottle feeling tire give sustain energy no hitter plus take regular notice help stress level
218048,B0043OYZ8W,A1PSYROWN621AX,"Judy G. Cole ""Love Lost""",0,1,3,1335744000,DOG LOVES IT....but will no longer order this item.,"I have discovered that this product has things in it that can make my dog sick!!  I feed my dog to keep her healthy, was NOT prepared to kill her as I feed her.  She is on meds and a Healthy Pet food now.  I think the company that sells this product should MAKE SURE they are selling a ""Healthy Product"".<br /><br />Thank you Amazon for the opportunity to ""Inform"" other pet owners of this situation.",1,neutral,Discover product thing make dog sick feed dog keep healthy not prepared kill fee men healthy pet food think company sell product make sure sell healthy product thank amazon opportunity inform pet owner situation
77093,B001OCKIP0,A1QTHVA826XEOS,Super Mum,0,0,5,1245801600,Great enough to eat plain!,"Sure you could put it in milk and eat it like cereal, sprinkle it as a topping on ice cream or fro-yo, but it is perfect enough to snack right out of the bag.  I love how sweet it is.  I am not a fan of dry-barely-sweet granola but the gooey sugary stuff marketed toward children isn't great either (I'd rather eat a cookie or cake).  This hits that midpoint that is perfect when craving a sweet snack (without going for a full-fledged dessert).  The chocolate is perfect and sweet without being bitter like found in many healthier snacks.<br /><br />Nice perk... the zipper closure at the top.  I can never seem to find a ""Chip Clip"" in my house when I need one though I have bought dozens.",2,positive,Sure could put milk eat like cereal sprinkle top ice cream fro yo perfect enough snack right bag love sweet not fan dry barely sweet granular goofy sugar stuff market toward child not great either would rather eat cookie cake hit midpoint perfect crave sweet snack without go full fledge dessert chocolate perfect sweet without bitter like find many healthy snack nice per upper closure top never seem find chip clip house need one though bought dozen
313819,B004JRO1S2,A35LT14WG5BX0T,Lola Bunny,0,0,5,1315612800,Love it!,"Our family eats at Taco Bell on the rare occasion, and I've never been a big fan of their food.  Their sauces on the other hand, I've always liked.  And not only is it cheaper and better quality ingredients to make your own tacos for your family, but now you can have the awesome sauces, too.  I really like this one quite a bit.  It's got a little bit of a kick to it, and it's my husband's favorite.<br /><br />A little bit does go along way, and I cannot imagine anyone using the ""serving size"" of 2 tablespoons!  A teaspoon per taco is MORE than enough.  And I like it that way, that you get plenty of value out of the bottle.  Will definitely buy again, and will buy other flavors as well.",2,positive,Family eats tico bell rare occasion never big fan food sauce hand always like not cheap well quality ingredient make ticos family awesome sauce too really like one quite bit get little bit kick husband favorite little bit go along way can not imagine anyone use serve size tablespoon teaspoon per tico enough like way get plenty value bottle definitely buy buy flavor well
368637,B005K4Q1W2,A4I6N67YHICR8,GPKissimmee,3,3,5,1325116800,Great Instant Sugar Free Cider,"I am surprised by the negative reviews here.  I mean, instant cider (the kind you get in the packets) will never taste like real cider.  This is actually better than the brands of instant cider I have found.  Yes, it is sweet, and the caramel ""finish"" is a nice addition.  This is the only K-Cup product I have found that is sugar free, which I appreciate.  If you enjoy instant cider, I wouldn't hesitate.",2,positive,Surprised negative review mean instant cider kind get packet never taste like real cider actually good brand instant cider find yes sweet cartel finish nice addition k cup product find sugar free appreciate enjoy instant cider would not hesitate
201064,B00395570G,A5Z2YD65URJ3M,"Scott Van Rooy ""Scott""",0,0,5,1289088000,great coffee,good to the last drop. my wife drink it all in about 1-1/2 weeks(pack of 2) thats 48 k-cups. i guess it was good.<br />i guess i will get more.,2,positive,Good last drop wife drink week pack thats k cup guess good guess get
567198,B000LL0R92,A3V1A3C9DTLPME,Peter Faden,0,0,5,1331337600,Clean and tasty beverage.,"I feel like straight coconut water is an acquired taste, but these peach mango ones are just delicious. They aren't too sweet and the mix of peach and mango is more of an accent than a dominant set of flavors. The result is a cool, refreshing beverage in what i consider to be the perfect container size. Where i live, these are priced individually at an average of $1.79, which would be around $21.50 for a twelve pack. So, for the current subscribe & save price of $17.65, you are saving around $4 here on Amazon (if you would have purchased twelve anyway that is).<br />Great taste, competitive price. I am glad to have found these here.",2,positive,Feel like straight coconut water acquire taste peach mango one delicious not too sweet mix peach mango accent dominant set flavor result cool refreshing beverage consider perfect container size live price individually average would around twelve pack current subscribe save price save around amazon would purchase twelve anyway great taste competitive price glad find
136626,B004SBEHFQ,A2OIQ8B6QRF1DX,Granitejohn,0,0,5,1321574400,Brings back old memories,I remember these from when I was a kid. I have looked for them before. Hope you keep making them,2,positive,Remember kid look hope keep making
78289,B005X5GBEG,AXATNC1DCF8Z5,HunterS,3,6,5,1330905600,Delicious,"Before drinking SAMU, I would have never thought of buying coconut water. SAMU is so refreshing that it has made me a believer!",2,positive,Drinking would never think buy coconut water refresh make believer
351952,B004W55ZKO,A31KY83IQ3MEKY,MK,0,0,5,1343952000,Love them,"Yummy!  These cookies are delicious, even more favorable they are organic and organic being sold at a decent price!  Enjoy!",2,positive,Dummy cooky delicious even favorable organic organic sell decent price enjoy
450259,B002SZDJNK,A3CJWSZHGOMRO2,"Chocolaholic ""Choco""",2,2,5,1320883200,dog food for my Bischon Frise,"Since Joy, our Bischon Frise, started eating this food, her fur is no longer oily.  She smells much better.<br /><br />The pieces are very small and easy for her to eat.",2,positive,Since joy bishop rise start eat food fur no longer oily smell much good piece very small easy eat
35515,B000E3XBT0,A1BKHZ6NTN5ZYF,"Kathleen Dahl ""Pippilongshot""",0,0,5,1281139200,Family Pleaser,"This is a terrific seasoning for all kinds of meat. I may even try it on fish. I have used it with beef burritos, chicken enchiladas, tacos, etc. Everytime I use it, my family and friends love it and ask for ""my"" recipe.",2,positive,Terrific reason kind meat may even try fish use beef barrio chicken enchiladas ticos etc overtime use family friend love ask recipe
234611,B000KV7ZGQ,A2KQHAKUJQ9AO5,Jessica Douglas,1,1,5,1252886400,Best meal time slower-downer and doggy activity out there,"We bought this for our 5 month old lab to keep her from inhaling her dinner in 5 seconds flat. We have now purchased 2 more as gifts for other dog owners.<br /><br />It took our dog a day and a half to figure this toy out. At first she barked at it since she was frustrated that she could see and smell her kibble but couldn't get to it. After a few happy mistakes with pawing at it and watching us pull the rope, she caught on. Now it takes her 20 minutes to eat her 1.5 cups of kibble inside.<br /><br />Great Features:<br />- Durable and easy to wash Nalgene type material<br />- ""Rope"" is actually a flexible rubber stick, making washing/sanitizing easy<br />- Screw-off bottom makes loading up the toy simple<br />- Translucent bottle so you can see how much kibble is left<br />- Can hold all sorts of sizes of kibble<br /><br />Challenging Feature:<br />- It can sometimes take a few tries to get the bottom screwed back on b/c the threads are narrow. But, then again the bottom has never fallen off and the dog can't figure out how to unscrew the bottom.<br /><br />We had tried other 'treat balls' in the past, but found that they couldn't hold enough kibble to keep the activity going for very long. Other treat ball products were either to big or small for our dog's kibble, making getting the food out either way too easy (it fell right out) or too hard (it took a human with thumbs to get it out). Finally, the other treat balls were a solid rubber which meant in order to know if anything was left you had to pick it up and shake it. These were the kinds that we impossible to clean as well.<br /><br />We highly recommend this product. So does Roxxee, our dog, who still finds eating to be a fun activity.",2,positive,Buy month old lab keep invading dinner second flat purchase gift dog owner take dog day half figure toy first mark since frustrate could see smell viable could not get happy mistake pay watch u pull rope catch take minute eat cup viable inside great feature durable easy wash nalgene type material rope actually flexible rubber stick make wash sanitize easy screw bottom make load toy simple translucent bottle see much viable leave hold sort size kibblechallenging feature sometimes take try get bottom screw back b c thread narrow bottom never fall dog can not figure screw bottom try treat ball past found could not hold enough viable keep activity go very long treat ball product either big small dog viable make get food either way too easy fell right too hard take human thumbs get finally treat ball solid rubber meant order know anything leave pick shake kind impossible clean well highly recommend product roxxee dog still find eating fun activity
95130,B004PDIRDA,A12PQYJ4KNQ1KE,Shareen,1,3,5,1316476800,Quick shipment,I was anticipating this product would arrive 3 weeks from date of order and it came in almost a week after I placed the order.  Greatly appreciated!,2,positive,Anticipate product would arrive week date order come almost week place order greatly appreciate
486712,B0014AUJII,A32NP43I2BS7LW,"M. Mercado ""Amari M.""",1,1,5,1292371200,Good price for the quantity :),It came in a timely fashion & it was a good price for the quantity I received. This tea is good for occasional constipation or to help your body along when it feels irregular.,2,positive,Come timely fashion good price quantity receive tea good occasional constitution help body along feel irregular
446430,B0009F3QLG,A3CSS3S13GV2HA,Gretchen Goode,1,1,5,1292889600,Love Amazon!!,"Personally, of all of the teas I have tried, I think YOGI is just the best...if you want an intense ginger flavor, this is the tea for you.  This is just one of  many products I have purchased from Amazon...I am always beyond pleased with the product, service and price...THANK YOU!!!",2,positive,Personally teas tried think yogi best want intense ginger flavor tea one many product purchase amazon always beyond pleased product service price thank
167752,B00063464C,A7H3YXZHVOIFI,SadieK,0,0,5,1287532800,Great Piggy Treat,I have two Pot Bellied Pigs and they just love these treats. And I don't worry about giving them these snacks because they are so low in fat. You have no idea how fast pigs gain weight!,2,positive,Two pot belly pig love treat not worry give snack low fat no idea fast pigs gain weight
306735,B000KNB0OW,A1ZMAP9DMY48U6,kinnasmom,0,0,4,1318464000,"Great taste, great value","Tasted great and was much less expensive that purchasing at my local grocery store.  We put it in the crock pot overnight, and have fresh, hot oatmeal in the morning.  Yum!",2,positive,Taste great much less expensive purchasing local grocery store put rock pot overnight fresh hot oatmeal morning yum
292687,B000WFKGR0,A2Y70HG4JBEP1Q,Sailaway,0,0,5,1336867200,My dog loves this!,"As a newly adopter of a one year old, I tried certain foods with not much success.  My dog loves this food, and I do too, as she eats well and healthy.",2,positive,Newly adopt one year old try certain food not much success dog love food too eats well healthy
16360,B007TJGZ54,A5DNLV9G9J1C5,"Mrs. Shirley D. Kummell ""Darrie""",1,2,5,1254528000,K-cup coffe,We were very pleased with this product and the short time in which we received it.,2,positive,Very pleased product short time receive
149020,B004Q3LBTG,A3DS75S4SHJ06F,Hiten N. Dalal,4,5,1,1325116800,Stopped working after just 3 months.,"Update - Feb 27, 2012<br />The product worked fine for about 6 weeks.  In the last two weeks we have had issues where the device wouldn't steam intermittently.  Everything was done exactly the same way.  No user error.  Then finally last week it seems the bearings (I think they have bearing) in the center colum broke.  The underside of the Baby brezza is dark - presumably from the grease in the bearings.  The device would steam, but the blade would not spin.<br />Then today, it stopped steaming as well.  About to send the product back.  Had nothing but problems with this since we got it.  $100 just wasted.  Wouldn't recommend it.  Extrememly frustrating when at the last minute you have to figure out some other way to feed your kid.  Products like this need to work, and work well.  They are after all for children and will be used everyday!  Not sure what kind of quality control this company has.<br /><br />(update after a couple of weeks of use)<br />The product does work well.  Yes there are some lumps but if you manually hit the blend button for a bit longer you can get a very smooth puree for your child.<br />The one other issue I have found is that the blade is a bit difficult to take off.  I have to pull it quite hard 40% of the time - hard enought that I though I was going to break the plastic.  My wife felt the same way.  So my rating of 3 stars don't change, however it is stable and good product and we do use it daily.<br /><br />Overall the product works.  However I did have one major problem.  The first time I tried to use the product, it would steam, and the motor would turn on but the blade wouldn't spin.  I called up Baby Brezza and it turns out they had a manufacturing issue where the belt had slipped off the cog for the blade.  They knew about the issue and immediately told me to remove the 5 screws from the bottom, remove the cover and slip the belt onto the cog.  All in all, it was easy to do and took all but 5 minutes.  However, the fact that you get a product that would not work right out the box was a huge dissapointment and my wife was really frustrated.<br />On the plus side, the lady at Baby Brezza did know the issue and was able to get me going right away.  First time I have had success with customer service with any company.",0,negative,Update feb product work fine week last two week issue device would not steam intermittently everything do exactly way no user error finally last week seem bearing think bear center column break underside baby breeze dark presumably grease bearing device would steam blade would not spin today stop steam well send product back nothing problem since get waste would not recommend extremely frustrating last minute figure way feed kid product like need work work well child use everyday not sure kind quality control company update couple week use product work well yes jump manually hit blend button bit longer get very smooth pure child one issue find blade bit difficult take pull quite hard time hard enough though go break plastic wife felt way rating star not change however stable good product use daily overall product work however one major problem first time try use product would steam motor would turn blade would not spin call baby breeze turn manufacture issue belt slip cog blade know issue immediately tell remove screw bottom remove cover slip belt onto cog easy take minute however fact get product would not work right box huge disappointment wife really frustrated plus side lady baby breeze know issue able get go right away first time success customer service company
367754,B003B3OOPA,A1OF61ZUIODK4,heatcoe1427,1,1,5,1334793600,"Love, love, love.....","I love, love, love this product. The other coconut oil that I bought at a local super market taste like lard....yuck. This is creamy and a coconut lovers dream. If you want good tasting food and a great looking body and skin, get this product!!! You really can't go wrong!!!",2,positive,Love love love product coconut oil buy local super market taste like lard luck creamy coconut lover dream want good tasting food great look body skin get product really can not go wrong
401444,B003VIFGWU,A3PAYE3N4WEYU5,Shannon Hamm,1,2,5,1300320000,Wow!,"I just had this soup as a quick lunch and it was incredible! I was actually quite surprised - not by the excellent quality, but by the bold and intense flavors. It is spicy, creamy, and savory. And it is an excellent source of nutrition. The caloric and fat content is a good healthy type of fat coming from coconut milk, which has many health benefits. If you don't like sweet potatoes, spicy red chile's, creamy coconut milk, and a hint of lime - this soup is not for you and I would suggest sticking to the more fake quality other brands tend to offer (with 5 times the sodium and less flavor).",2,positive,Soup quick lunch incredible actually quite surprised not excellent quality bold intense flavor spicy creamy story excellent source nutrition calorie fat content good healthy type fat come coconut milk many health benefit not like sweet potato spicy red chile creamy coconut milk hint lime soup not would suggest stick fake quality brand tend offer time sodium less flavor
419342,B0002DGRQ6,A3DLTQQJFTPURF,uplayhard2,0,0,5,1338422400,This it like dog heroin.  There's nothing my dog won't do for liver treats.,"I've been using Freeze Dried Liver treats to train and reward my dogs for about 20 years.  It is like dog heroin for my dogs, there is nothing they won't do for these treats.  It makes training a breeze.  My current dog, Samson, will sit in front of the pantry and drool until I give him a treat.  The treats are expensive so I cut them in quarters so they last longer.  These are 100% meat, no scrap or filler.  These are the only treats I give Samson, my Rottweiler.  You can't go wrong with these treats.",2,positive,Use freeze dry liver treat train reward dog year like dog heroin dog nothing not treat make training breeze current dog saison sit front pantry room give treat treat expensive cut quarter last long meat no scrap filler treat give saison rottweiler can not go wrong treat
37659,B002R81L92,A248WMU5W6VB4P,Gina porto,0,0,2,1342828800,Melted,"This is a wonderful product, we all love these at work, which is why I bought the 2 lb bag. But somewhere along the way it got overheated and all melted together in a big ball. Ruined the chocolate and ended up throwing it away. I guess don't order in the summer or come up with another shipping solution.",0,negative,Wonderful product love work buy lb bag somewhere along way get overhead melt together big ball ruin chocolate end throw away guess not order summer come another shipping solution
232958,B001EPPFUK,A2KFX7JSUCDSXM,drsing,4,7,4,1287014400,Caviar for less money,"I developed a real craving for some caviar a few weeks ago, after not having had any for a couple of years. I searched though Google, eBay, and Amazon till I found this product. It actually reminded me of a similar brand I used to buy in a Gourmet Giant Supermarket. While searching I was reminded that caviar ranges dramatically in price from thousands of dollars to less than ten for a few ounces. A friend recently told me about a cruise ship locker that held over a million dollars worth on every cruise! The best caviar I ever tasted was at a 5* Marriot hotel in downtown Copenhagen. I ordered their caviar salad appetizer every day during a week long business trip. So with that background in mind for me this product was well worth the $30 some odd dollars I spent with shipping to receive 4 3.5 ounce containers. I even purchased some fancy crackers, and real cr&egrave;me fresh to go with it. I prefer small black caviar to other varieties, and while this purchase wasn't the tastiest I have ever had, it satisfied my craving and more. By wife also enjoyed this treat and complained when I emptied one of the containers before she had her ""fair share."" I would buy this product from this vendor again, but I also plan to compare it with what others have to offer. I would be curious to hear what others have to say about where to get low cost high quality black caviar. Thanks!",2,positive,Develop real crave navbar week ago not couple year search though google ebay amazon till find product actually remind similar brand use buy gourmet giant supermarket search remind navbar range dramatically price thousand dollar less ten ounce friend recently tell cruise ship locker hold million dollar worth every cruise best navbar ever taste married hotel downtown copenhagen order navbar salad appetite every day week long business trip background mind product well worth odd dollar spend ship receive ounce container even purchase fancy cracker real crème fresh go prefer small black navbar variety purchase not fast ever satisfy crave wife also enjoy treat complain empty one container fair share would buy product vendor also plan compare others offer would curious hear others say get low cost high quality black navbar thanks
120833,B005K4Q37A,A1W85A81467TCW,britzyhar,1,1,5,1334275200,Hazelnut Exquiste,I have purchased and used 3 boxes of the Hazelnut cappuccino and look forward to a cup or two each day!  Wonderful flavor and reasonable in price.,2,positive,Purchase used box hazelnut cappuccino look forward cup two day wonderful flavor reasonable price
161378,B005VDDQB6,A2WK2JN96PTS7N,"Noe ""Salt Life""",0,0,5,1348790400,PURE HEAVEN,"I found this product living in Florida and I can say that it brings out the flavor in chicken tremendously! I have not fully marinated with it. I usually rub down my chicken and then pop in the oven at 400 and bake for an hour. It comes out so juicy and flavorful that I can not even go back to cooking chicken any other way.<br />I have yet to use it on other meats, but with the chicken I can say...do not hesitate to give it a try! Beyond AWESOME!!!!",2,positive,Find product live florida say brings flavor chicken tremendously not fully laminate usually rub chicken pop oven bake hour come juicy flavorful not even go back cook chicken way yet use meat chicken say not hesitate give try beyond awesome
159079,B002HZEDY0,A1INC3QEY5T3BL,B. Mintz,0,0,4,1319328000,"Fine product, but cans are very hard to open","This is a fine product.  Tastes great, and is organic.  However the cans are very difficult to open, and often require the use of a tool because the pop-top breaks off.  Guessing this is due to inferior quality aluminum.",2,positive,Fine product taste great organic however can very difficult open often require use tool pop top break guess due inferior quality aluminum
314466,B001EQ5E5A,A3TVORGCWCN3O,"IBIUBU ""Mimi""",0,0,5,1288742400,Chocolate Turtle Chex Mix,"This Chex mix is one of my favorites.  It has a great mixture of sugar caramel coated cereal, popcorn, peanuts, pretzels, and of course candy coated chocolate bits. Only down side is I can't stop eating it once I start!",2,positive,Hex mix one favorites great mixture sugar cartel coat cereal popcorn peanut pretzel course candy coat chocolate bit side can not stop eat start
150063,B004DAP7KQ,AQ45BWL9I065Z,A. Delabar,2,3,5,1296086400,Excellent and Verstaile,This is delicious!  It is good on its own or in hot chocolate.  We even used it to make chocolate peppermint martinis!  I love this stuff and cannot wait for the holidays to get more!,2,positive,Delicious good hot chocolate even use make chocolate peppermint martini love stuff can not wait holiday get
536873,B0081XIAUK,AKMZD28GG4HMK,Samduz,1,2,4,1295395200,My Dog gave it 2 paws up :),"My Large Shepard/Chow/Collie Mix is very smart and easily bored. Lets just say he can disembowel a stuffed toy in seconds. Anywhoo, we needed to find a toy that at least challenges him a little bit. The Paw puzzle was fun for him and my family to use. He's definitely food motivated so this was a perfect fit. At first he was laying down while trying to lift up the cups and he couldn't get them up. So i was a little worried they might be a little to smooth for him to lift up but then he stood and gripped the cup in his teeth and pulled it up. He now has the hang of it and can find all the treats in no time. Its great for training (you add the command find it to your routine and it can become a whole new trick/job for your dog). The only down side I can think of is that it's a bit bulky for a toy (you can't just throw it in a dog toy bin) and that it might get old fast for some dogs or owners to use. My other dog is a Amstaff mix and she showed interest in the treats but no desire to search for them lol. So certain breeds may not think this is the bee's knee's. Its easily cleaned, a nice grade of plastic ( although i worry about the cups cracking). You definitely want to supervise while your dog is having fun with this toy. Other than that its fun, and well worth it.",2,positive,Large heard chow collide mix very smart easily bored let say disembowel stuff toy second anyhow need find toy least challenge little bit paw puzzle fun family use definitely food motivate perfect fit first lay try lift cup could not get little worried might little smooth lift stand ripped cup teeth pull hang find treats no time great training add command find routine become whole new trick job dog side think bit bulky toy can not throw dog toy bin might get old fast dog owner use dog staff mix show interest treat no desire search lol certain breed may not think bee knee easily clean nice grade plastic although worry cup crack definitely want supervise dog fun toy fun well worth
216693,B002ATOUZA,A2II07FLJ2CIRR,Miller,0,0,5,1299196800,Yum...SO Good!,"[...] I took it out of the box rinsed the package kneaded as directed and ate it straight out of the package.  It was so good I will definitely continue to order and probably try the other flavors as well.  Almond butter is a much healthier than Peanut Butter especially this brand and another brand I ate which only contain a few ingredients.  FYI for those who like Peanut Butter Justin's brands are just as healthy as their Almond Butters.  I wanted to try the squeeze packs because the other brand I have eaten in the past though good, it's such a pain to have to stir this huge jar of it every time and I like to keep an eye on my calories so having to measure out a serving from a jar each time gets messy plus it's so bland I always add a little honey to it.  This was was perfect not bland like plain Almond Butter, but not too sweet or salty just enough of everything.  Besides the convenience of not having to stir and measure from a jar I like knowing exactly how much I am getting plus these can be thrown in my purse when I go out for a quick healthy snack when I am out.  Being Gluten, Corn, Soy & Diary Free (among a few other things) makes its difficult when out so it's nice to be able to have something with me that I know is healthy and I am allowed to have.",2,positive,Take box ring package need directed ate straight package good definitely continue order probably try flavor well almond butter much healthy peanut butter especially brand another brand ate contain ingredient fyi like peanut butter justin brand healthy almond butter want try squeeze pack brand eat past though good pain stir huge jar every time like keep eye calorie measure serve jar time get messy plus bland always add little honey perfect not bland like plain almond butter not too sweet salty enough everything besides convenience not stir measure jar like know exactly much get plus thrown purse go quick healthy snack gluten corn soy diary free among thing make difficult nice able something know healthy allow
31944,B0062A87HA,A1VJI502KS9DS7,alexandria ginni,0,0,5,1275436800,great quality at a good price -- and so happy that I found this!,"I had been searching far and wide for canned pumpkin, but to no avail until I came across this product.  Until finding it on Amazon, I had never heard of this brand before.  After reading some of the reviews, I was hesitant, but I love pumpkin, so I placed my order.<br /><br />The items came in less than a week (I ordered right before the Memorial Day holiday weekend).  Every can but one (which had the slightest dent) was in excellent condition.  The cans were packed in a cardboard tray, shrink wrapped and then bubble wrapped before being boxed for shipping.<br /><br />The taste is just right to me -- pumpkin, not too light or too strong.  The consistency is not too thin or too thick, but again, just right. The quality is comparable to (if not better than) its brand name competitor.  The product is organic pumpkin, period.<br /><br />My compliments and gratitude to Farmer's Market Foods. This was my first experience with this product, but I assure you, it will not be my last!",2,positive,Search far wide can pumpkin no avail come across product find amazon never hear brand read review hesitant love pumpkin place order item come less week order right memorial day holiday weekend every one slight dent excellent condition can pack cardboard tray shrink wrap bubble wrap boxed shipping taste right pumpkin not too light too strong consistency not too thin too thick right quality comparable not well brand name competitor product organic pumpkin period compliment gratitude farmer market food first experience product assure not last
482566,B0035R8WVO,A69NJNZZZTWY6,D. Alandrobish,2,2,5,1317081600,SALT OF THE EARTH!,"If you think that salt is merely salt, listen up! This salt gives a flavor to food that you<br />would have never imagined. Salt is a flavor enhancer, but this salt tastes like the Rolls<br />Royce of them all. If you want to savor your cooking and kick it up a notch or two, I recommend<br />sprinkling this salt on just about anything you can put in your mouth. BRAVO!",2,positive,Think salt merely salt listen salt give flavor food youwould never imagine salt flavor enhancer salt taste like rollsroyce want favor cook kick notch two recommendsprinkling salt anything put mouth bravo
223427,B002QGK2V8,AWSN2M9MAADEK,"Richard Ohnsman ""True Light""",1,1,5,1258416000,Good stuff with cream,"I'm amazed at the negative reviews here as Timothy's Kaluha has become one of our favorite K-Cups.  Both my wife and I drink our coffee with cream though, so maybe if you were just to drink it black you'd experience something different?  The only beef I have with K-cups (and this is in general, not just the Kaluha) is that they brew a much smaller cup than I'd like.  I almost always have to have at least two cups.",2,positive,Amaze negative review timothy alpha become one favorite k cup wife drink coffee cream though maybe drink black would experience something different beef k cup general not alpha brew much small cup would like almost always least two cup
284126,B0051COPH6,A1R1BFJCMWX0Y3,KO,5,6,4,1341532800,Concerns of product expiration,"I was excited to try this out but disappointed to see that it was about to expire less than a month of receiving it. This is not the first product I've had problems with expiration dates through Amazon. It's been anywhere from Taco Seasoning to Dog Food. I understand that this is organic, but I received this in June and it expired this month. I also understand that it is a problem with Amazon, but since this is an Amazon review, I'm bringing it up.<br /><br />I did try it, and I have to say after trying the food, I was super disappointed that my baby wasn't going to be able to because I thought it was pretty good myself. I was honestly surprised that it wasn't bitter or gross. I loved the packing of this product but wonder if we aren't paying more because of it. The price to me seems a bit on the high side. I will say that Amazon does have the cheapest price at $23.38 (if you subscribe & save) but I see other organic food for less.",2,positive,Excited try disappoint see expire less month receive not first product problem expiration date amazon anywhere tico reason dog food understand organic receive june expire month also understand problem amazon since amazon review bring try say try food super disappoint baby not go able think pretty good honestly surprise not bitter gross love pack product wonder not pay price seem bit high side say amazon cheap price subscribe save see organic food less
275675,B003YXUK2I,ANREP4TR3M61V,dragonwyld,0,0,5,1346889600,Spicy Ketchup,"This is an excellent ketchup!  It is great on nearly anything, from eggs to roast beef.  Use some in a spaghetti for a little kick and wonderful on a meatloaf!  I am going to buy more and buy some for family for Christmas.",2,positive,Excellent ketchup great nearly anything eggs roast beef use spaghetti little kick wonderful meatloaf go buy buy family christmas
78693,B00472I5A4,A2933AO5D7O1T6,C. Blackwell,1,1,5,1327622400,Best salt & vinegar chips out there!,Salt & vinegar chips are my favorite flavor so I think I've tried every brand out there.  These are by far the best.  I also like them because the sodium content is not very high like some of the others and they are not excessively greasy.  They seem to have the right balance of the salt and vinegar taste.,2,positive,Salt vinegar chip favorite flavor think try every brand far best also like sodium content not very high like others not excessively grease seem right balance salt vinegar taste
372653,B0083T6HC0,A17A4SRENPLQAL,Plasticanimalz,1,1,5,1333238400,"Mmmm, these were great!","I'm really glad we got the big variety sampler because it gave us a chance to try many flavors. And they were delivered by Amazon, right to our house, so that made it really easy. Especially since you can't find that much interesting to choose from at the store. I wouldn't say I disliked any of them. Some I loved or liked better than others but they were all pretty good and it was fun to have the choice options. I would go with buying the sampler again, just because I have had so much fun sampling them so far. The blueberry...sounds weird, but it's not too bad. I love all the donought and cinnamon roll flavored ones. Mmmmm.",2,positive,Really glad get big variety sampler give u chance try many flavor deliver amazon right house make really easy especially since can not find much interesting choose store would not say dislike loved like good others pretty good fun choice option would go buy sampler much fun sample far blueberry sound weird not too bad love drought cinnamon roll flavor one mmmm
22634,B00170NWEI,AL09BT63XHN1L,teamaster,3,5,4,1263772800,yes!,"This tea is vacuum packed for freshness (a foil bag inside the tin), as all sencha should be. The taste is pure, green, and luscious. [...] I would give this 5 stars, but when I bought this it was 12 dollars and now it's 14.",2,positive,Tea vacuum pack freshness foil bag inside tin bench taste pure green fuscous would give star bought dollar
61043,B000FA38ZY,A2D3MU80ME36SV,"David L. Poremba ""the past in review""",0,0,5,1319587200,great cookie,"I was not a fan of marshmallow cookies but this one is different. The combination that works for me is the dark chocolate covering, combined with the graham cracker bottom. Good stuff!!!!",2,positive,Not fan marshmallow cooky one different combination work dark chocolate cover combine graham cracker bottom good stuff
242920,B005K4Q4KG,AMRI1HBLPI25L,Eric Stein,0,0,4,1330300800,Sugar AND Sucralose,I didn't read the reviews thoroughly and found out too late that this product has enough sugar to give it 60 calories and 11 grams of carbohydrate in each cup. I tried one with a bit of cream and found it to be very tasty. I'll keep it around for friends and family or perhaps an occasional mini-splurge. I'd like to see amazon include nutritional info in the future.,2,positive,Not read review thoroughly find too late product enough sugar give calorie grams carbohydrate cup try one bit cream find very tasty keep around friend family perhaps occasional mini surge would like see amazon include nutritional info future
147626,B001D0IZBM,A1WP09BYAXHKKP,"KAM6901 ""Kam""",0,0,5,1324857600,Emeril's coffee is strong...not for the faint-hearted,"I just received a Kuerig coffee maker for Christmas and had already tried this brand in a friend's machine.  It is a good, strong cup of coffee.  K-cups functioned perfectly.",2,positive,Receive kuerig coffee maker christmas already try brand friend machine good strong cup coffee k cup function perfectly
544875,B000FFAK9G,A1NBIV18BN6XOA,"K. Lubke ""momof 4""",1,1,5,1241049600,Yummy!,These gummy snacks are wonderful! They are in nice big bags. My kids loved these and I loved them as well. Full of wonderful fruity flavor and very chewy! The only problem--we couldn't stop eating them! : ),2,positive,Dummy snack wonderful nice big bag kid love love well full wonderful fruit flavor very chew problem could not stop eat
